facility_name,license_number,municipality,zip_code,metrc_tag,product_name,product_category
5 & Dime Detroit,PC-000205,Detroit,48234,1A405010002786D000029809,Strawberry 1g Infused Preroll,Infused Pre-Rolls
5 & Dime Detroit,PC-000205,Detroit,48234,1A405010002786D000029811,Strawberry 1g Infused Preroll,Infused Pre-Rolls
7Engines,AU-R-000521,Buchanan,49107,1A4050300038CFE000019205,Apple Burst 1g Vape,Vape Cart
7Engines,AU-R-000521,Buchanan,49107,1A4050300038CFE000015944,Dirty Shirly 1g Vape,Vape Cart
7Engines,AU-R-000521,Buchanan,49107,1A4050300038CFE000019802,Fruity Pebbles Vape Cart,Vape Cart
7Engines,AU-R-000521,Buchanan,49107,1A4050300038CFE000019246,Grape Soda 1g Vape,Vape Cart
7Engines,AU-R-000521,Buchanan,49107,1A4050300038CFE000018630,Watermelon Freeze Disposables,Vape Cart
"Atlas Cannabis, Atlas Cannabis Co.",AU-R-000762,Constantine,49042,1A4050300038CFE000011823,Banana Split 1g Disposable,Vape Cart
"Atlas Cannabis, Atlas Cannabis Co.",AU-R-000762,Constantine,49042,1A4050300038CFE000011819,Blue Dream 1g Disposable,Vape Cart
"Atlas Cannabis, Atlas Cannabis Co.",AU-R-000762,Constantine,49042,1A4050300038CFE000011822,Fruity Pebbles 1g Disposable,Vape Cart
"Atlas Cannabis, Atlas Cannabis Co.",AU-R-000762,Constantine,49042,1A4050300038CFE000011170,Grape Soda 1g Vape,Vape Cart
"Atlas Cannabis, Atlas Cannabis Co.",AU-R-000762,Constantine,49042,1A4050300038CFE000011171,Grape Soda 1g Vape,Vape Cart
"Atlas Cannabis, Atlas Cannabis Co.",AU-R-000762,Constantine,49042,1A4050300038CFE000011820,Lemon Cheese Cake Vape,Vape Cart
"Atlas Cannabis, Atlas Cannabis Co.",AU-R-000762,Constantine,49042,1A4050300038CFE000011818,OG Vape Cart,Vape Cart
"Atlas Cannabis, Atlas Cannabis Co.",AU-R-000762,Constantine,49042,1A4050300038CFE000011327,Peaches and Cream Vape Cart,Vape Cart
"Atlas Cannabis, Atlas Cannabis Co.",AU-R-000762,Constantine,49042,1A4050300038CFE000011335,Peaches and Cream Vape Cart,Vape Cart
"Atlas Cannabis, Atlas Cannabis Co.",AU-R-000762,Constantine,49042,1A4050300038CFE000011637,Pina Colada Disposables,Vape Cart
"Atlas Cannabis, Atlas Cannabis Co.",AU-R-000762,Constantine,49042,1A4050300038CFE000011638,Pina Colada Disposables,Vape Cart
"Atlas Cannabis, Atlas Cannabis Co.",AU-R-000762,Constantine,49042,1A4050300038CFE000011821,Strawberry Shortcake Vape Cart,Vape Cart
"Atlas Cannabis, Atlas Cannabis Co.",AU-R-000762,Constantine,49042,1A4050300038CFE000011816,Watermelon Freeze Vape Cart,Vape Cart
Bazonzoes,AU-R-000293,Lansing,48917,1A405030003BB7B000000097,Skywalker 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000293,Lansing,48917,1A405030003BB7B000000088,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000293,Lansing,48917,1A405030003BB7B000000089,Waui 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011833,OG 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011791,Peach Mango 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011831,Peach Mango 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000002484,Skywalker 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011793,Strawberry 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000002463,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011794,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000002465,Waui 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011795,Waui 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011805,Banana Split 1g Disposable,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000001062,Banana Split Vape Cart,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011804,Blue Dream 1g Disposable,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011155,Blue Dream Vape Cart,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011167,Blue Dream Vape Cart,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000001083,Blue Razz Vape Cart,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011803,Fruity Pebbles 1g Disposable,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000001078,Fruity Pebbles Vape Cart,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300017D41000006125,Grape Soda 1g Vape,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011067,Grape Soda 1g Vape,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011071,Grape Soda 1g Vape,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011083,Grape Soda 1g Vape,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011089,Grape Soda 1g Vape,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000001089,Jungle Juice Vape Cart,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011796,Lemon Cheese Cake Vape,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011807,OG Vape Cart,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011809,Orange Soda 1g Disposable,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011800,Sour Apple 1g Disposable,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000001075,Watermelon Freeze Disposables,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011696,Watermelon Freeze Disposables,Vape Cart
Bazonzoes,AU-R-000394,Walled Lake,48390,1A4050300038CFE000011797,Watermelon Freeze Vape Cart,Vape Cart
Bazonzoes,AU-R-000703,Lansing,48911,1A405030003BB7B000000098,Skywalker 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000703,Lansing,48911,1A405030003BB7B000000087,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Bazonzoes,AU-R-000703,Lansing,48911,1A405030003BB7B000000090,Waui 1g Infused Preroll,Infused Pre-Rolls
BBJ Corunna LLC,AU-R-000859,Corunna,48817,1A4050300038CFE000001266,Fruity Pebbles Vape Cart,Vape Cart
Bodega Michigan,AU-R-000617,Muskegon,49442,1A4050300038CFE000016698,OG 1g Infused Preroll,Infused Pre-Rolls
Bodega Michigan,AU-R-000617,Muskegon,49442,1A4050300038CFE000007475,Skywalker 1g Infused Preroll,Infused Pre-Rolls
Bodega Michigan,AU-R-000617,Muskegon,49442,1A4050300038CFE000016645,Strawberry 1g Infused Preroll,Infused Pre-Rolls
Bodega Michigan,AU-R-000617,Muskegon,49442,1A4050300038CFE000007474,Waui 1g Infused Preroll,Infused Pre-Rolls
Bodega Michigan,AU-R-000617,Muskegon,49442,1A4050300038CFE000000330,Blue Razz Vape Cart,Vape Cart
Bodega Michigan,AU-R-000617,Muskegon,49442,1A4050300038CFE000000332,Cherry Pie Vape Cart,Vape Cart
Bodega Michigan,AU-R-000617,Muskegon,49442,1A4050300038CFE000016670,Fruity Pebbles Box 5 PK Vape Cart,Vape Cart
Bodega Michigan,AU-R-000617,Muskegon,49442,1A4050300038CFE000000333,Fruity Pebbles Vape Cart,Vape Cart
Bodega Michigan,AU-R-000617,Muskegon,49442,1A4050300038CFE000016669,Jungle Juice Box 5 PK Vape Cart,Vape Cart
Bodega Michigan,AU-R-000617,Muskegon,49442,1A4050300038CFE000000334,Pina Colada Vape Cart,Vape Cart
Bodega Michigan,AU-R-000617,Muskegon,49442,1A4050300038CFE000006737,Watermelon Freeze Disposables,Vape Cart
BOWZ,AU-R-001153,Riverview,48193,1A4050300038CFE000021729,Blue Raspberry 1g Infused Preroll,Infused Pre-Rolls
BOWZ,AU-R-001153,Riverview,48193,1A4050300038CFE000021731,Pineapple 1g Infused Preroll,Infused Pre-Rolls
BOWZ,AU-R-001153,Riverview,48193,1A4050300038CFE000021733,Skywalker 1g Infused Preroll,Infused Pre-Rolls
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008281,Peach Mango 1g Infused Preroll,Infused Pre-Rolls
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008283,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008280,Waui 1g Infused Preroll,Infused Pre-Rolls
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000014025,Strawberry Short Cake 5 - .7g Infused Prerolls,Shake/Trim
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008210,Banana Split Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008038,Blue Dream Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008042,Blue Dream Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008043,Blue Dream Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008057,Blue Dream Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008058,Blue Dream Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008061,Blue Dream Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000014120,Blue Razz 1g Disposable,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000014550,Blue Razz Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000019765,Blue Razz Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008211,Blueberry Pancake 1g vape,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000014551,Blueberry Pancake 1g vape,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008214,Cherry Pie Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000014522,Fruity Pebbles Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000019766,Fruity Pebbles Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000014451,Grape Soda 1g Vape,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000019238,Grape Soda 1g Vape,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000019242,Grape Soda 1g Vape,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000014557,Lemon Drop Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000019772,Lemon Drop Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000014553,Lemon Pie Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000014554,OG Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000007999,Pina Colada Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008010,Pina Colada Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008022,Pina Colada Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008027,Pina Colada Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000014556,Red Velvet 1g Vape,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000014555,Strawberry Cough 1g Vape,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000019769,Strawberry Cough 1g Vape,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000006754,Watermelon Freeze Disposables,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000014080,Watermelon Freeze Disposables,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000008215,Watermelon Freeze Vape Cart,Vape Cart
Cannabis King,AU-R-000512,Burton,48529,1A4050300038CFE000014552,Watermelon Freeze Vape Cart,Vape Cart
CannaVibes Emporium,AU-R-000364,Battle Creek,49037,1A4050300038CFE000021404,Blue Raspberry 1g Infused Preroll,Infused Pre-Rolls
CannaVibes Emporium,AU-R-000364,Battle Creek,49037,1A4050300038CFE000021406,Pineapple 1g Infused Preroll,Infused Pre-Rolls
CannaVibes Emporium,AU-R-000364,Battle Creek,49037,1A4050300038CFE000021398,Skywalker 1g Infused Preroll,Infused Pre-Rolls
CannaVibes Emporium,AU-R-000364,Battle Creek,49037,1A4050300038CFE000021405,Skywalker 1g Infused Preroll,Infused Pre-Rolls
CannaVibes Emporium,AU-R-000364,Battle Creek,49037,1A4050300038CFE000021399,Waui 1g Infused Preroll,Infused Pre-Rolls
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000014321,Peach Mango 1g Infused Preroll,Infused Pre-Rolls
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000014323,Peach Mango 1g Infused Preroll,Infused Pre-Rolls
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000014322,Pineapple 1g Infused Preroll,Infused Pre-Rolls
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000014324,Skywalker 1g Infused Preroll,Infused Pre-Rolls
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000014325,Strawberry 1g Infused Preroll,Infused Pre-Rolls
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000014326,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000014327,Waui 1g Infused Preroll,Infused Pre-Rolls
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000014299,Banana Split Vape Cart,Vape Cart
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000013944,Blue Dream 1g Disposable,Vape Cart
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000014300,Blue Dream Vape Cart,Vape Cart
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000013541,Blueberry Pancake 1g vape,Vape Cart
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000014301,Cherry Pie Vape Cart,Vape Cart
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000013562,Fruity Pebbles Vape Cart,Vape Cart
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000014302,Sour Apple Vape Cart,Vape Cart
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000014059,Strawberry Shortcake 1g Disposable,Vape Cart
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000014084,Watermelon Freeze Disposables,Vape Cart
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000013444,Watermelon Freeze Vape Cart,Vape Cart
Cherry Brands,AU-R-001080,Jackson,49202,1A4050300038CFE000013453,Watermelon Freeze Vape Cart,Vape Cart
CHO,AU-R-000797,Stanton,48888,1A4050300038CFE000016387,Blue Razz 1g Disposable,Vape Cart
CHO,AU-R-000797,Stanton,48888,1A4050300038CFE000017184,Fruity Pebbles 1g Disposable,Vape Cart
CHO,AU-R-000797,Stanton,48888,1A4050300038CFE000017828,Jungle Juice 1g Disposable,Vape Cart
CHO,AU-R-000797,Stanton,48888,1A4050300038CFE000017829,Jungle Juice 1g Disposable,Vape Cart
CHO,AU-R-000797,Stanton,48888,1A4050300038CFE000017267,OG Disposables,Vape Cart
CHO,AU-R-000797,Stanton,48888,1A4050300038CFE000018614,Watermelon Freeze Disposables,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000012600,OG 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000008333,Peach Mango 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000012601,Peach Mango 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000007481,Skywalker 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000012599,Strawberry 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000002860,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000008339,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000012598,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000007480,Waui 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000012597,Waui 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000010590,Blue Dream Vape Cart,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000014277,Blue Dream Vape Cart,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000010581,Blueberry Pancake 1g vape,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000007485,Cherry Pie Vape Cart,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000013549,Fruity Pebbles Vape Cart,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000007489,Jungle Juice Vape Cart,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000007508,Jungle Juice Vape Cart,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000010585,Lemon Cheese Cake Vape,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000010586,OG Vape Cart,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000008017,Pina Colada Vape Cart,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000007503,Sour Apple Vape Cart,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000010584,Sour Apple Vape Cart,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000007501,Strawberry Shortcake Vape Cart,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000007491,Watermelon Freeze Vape Cart,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000007506,Watermelon Freeze Vape Cart,Vape Cart
Cloud Cannabis 28th Street,AU-R-000940,Grand Rapids,49508,1A4050300038CFE000010587,Watermelon Freeze Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000018927,Blue Raspberry 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000012529,OG 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000018922,OG 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000008842,Peach Mango 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000012528,Peach Mango 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000005602,Strawberry 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000012530,Strawberry 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000002763,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000002770,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000005228,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000008840,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000012531,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000018924,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000002766,Waui 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000007562,Waui 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000012532,Waui 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000014241,Banana Split Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000017419,Banana Split Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000014238,Blue Dream Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000017420,Blue Dream Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000013511,Blueberry Pancake 1g vape,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000017072,Blueberry Pancake 1g vape,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000018141,Blueberry Pancake 1g vape,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000014239,Cherry Pie Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000018877,Cherry Pie Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000013557,Fruity Pebbles Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000013578,Fruity Pebbles Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000016442,Fruity Pebbles Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000018880,Fruity Pebbles Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000014240,Grape Soda 1g Vape,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000017422,Jungle Juice Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000018042,Jungle Juice Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000017428,Lemon Cheese Cake Vape,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000014243,Lemon Drop Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000017423,Lemon Drop Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000018401,Lemon Drop Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000013810,OG Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000013612,Orange Soda Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000016887,Orange Soda Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000014245,Peaches and Cream Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000017424,Peaches and Cream Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000016189,Pink Lemonade 1g Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000017426,Red Velvet 1g Vape,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000013981,Sour Apple Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000013427,Watermelon Freeze Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000013432,Watermelon Freeze Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000014895,Watermelon Freeze Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000018294,Watermelon Freeze Vape Cart,Vape Cart
Cloud Cannabis Cedar Springs,AU-R-000853,Cedar Springs,49319,1A4050300038CFE000018295,Watermelon Freeze Vape Cart,Vape Cart
Cloud Cannabis Company,AU-R-000317,Ann Arbor,48105,1A4050300038CFE000002780,Watermelon 1g Infused Preroll,Infused Pre-Rolls
Cloud Cannabis Company,AU-R-000317,Ann Arbor,48105,1A4050300038CFE000002786,Watermelon 1g Infused Preroll,Infused Pre-Rolls
